;content;design;functionalitate;livrare_ambalaj;calitate_pret;satisfactie_generala
1257;"pe ""ventuza"" este lipita o banda dublu adeziva groasa, deci prinderea se face prin lipire, efectiv, de parbriz. cand vei incerca sa il dai jos... ori il dai jos cu o bucata  de parbriz... ori se va intinde banda dublu adeziva pe bord, fiind expusa la soare. daca nu ai de gand sa il mai dai jos vreo data... o fi bun. eu l-am aruncat, fara sa-l mai testez.";1.0;0;0;0.0;1
1258;l-am folosit timp de 3 zile in masina, dupa care n-a mai functionat.;0.0;1;0;0.0;0
1259;o porcarie de 2 lei, nu incarca nimic. se infierbanta f. f. tare si incarca cu intreruperi. porcarie!!!!!!!;0.0;1;0;0.0;1
1260;nici macar nu l-am montat in masina, telefonul nu sta in suport, pur si simplu aluneca, scrie ca sustine telefonul in pozitie optima, ca e multi unghi:)))) poate pentru un telefon care cantareste 1 gram si doar in pozitie verticala.;0.0;1;0;0.0;0
1261;buna ziua, am achizitionat acest produs l am returnat deoarece nu se conecteaza deloc cu aplicatia recomandata de producator.;0.0;1;0;0.0;1
1262;extreme de nemultumit. am cumparat unul, functiona intermitent. l-am trimis inapoi cu bateria cumparata de mine(pret 27 lei) cu rugamintea expresa de a verifica produsul ca functioneaza inainte de a mi-l trimite. mi-au trimis unul care nu merge de loc si fara baterie;0.0;1;0;0.0;1
1263;am cumparat 3200mah si am primit 3220 mah, un produs incompatibil cu telefonul.;0.0;0;0;0.0;1
1264;am rana dupa ureche.... imi pare rau ca am cumparat aceasta casca bluetooth..... e insuportabil plasticul ala dupa ureche;1.0;0;0;0.0;1
1265;folia asta nu e buna de nimic. marginile nu s-au lipit si arata ingrozitor. nu cumparati asa ceva!!!;1.0;1;0;0.0;1
1266;"am achizitionat produsul (cu 250 lei si fara bratara, era alta ""oferta!"")si sunt foarte dezamagita. gps-ul nu fu  nctioneaza corect, arata localizarea eronat. in modul ascultare se aude clar doar vocea copilului, in rest totul se aude foarte neclar. am primit o cartela sim de la vodafon cu zero credit si nici o instructiune cum as putea actva aceasta cartela pentru a beneficia de ""oferta"". bateria tine o zi! imi pare rau de achizitia facita. nu l-am putut rambursa pentru ca l-a vazut fiul meu si a vrut sa-l poarte. deci e doar o jucarie scumpa.";0.0;1;0;1.0;1
1267;"produsul parea bun la primele 2 utilizari. s-a stricat dupa a 3-a (nu se mai auzea aproape deloc si fasaia constant), asa ca am trimis produsul la retur/service pentru schimbare cu un produs nou.    am trimis produsul in retur la inceput de iulie pentru al primi inapoi abia dupa cateva telefoane la sediul lor si circa 21 zile. eram bucuros ca a venit intr-un final inapoi ""inlocuit"" conform explicatiilor telefonice.    de fapt, am primit acelasi produs care intre timp se stricase complet. nu mai porneste, cand incerci sa il incarci doar aprinde led-ul cu fluctuatii si atat. complet defect si neutilizabil.    cel mai oribil este ca au pus verdictul la service ca produsul este functional si mi l-au trimis in stadiu complet neutilizabil. nu am mai fost asa de pacalit vreodata de un service.    pe fisa produsului scrie ca este ""sweat and splash proof"" si s-a stricat dupa 3 utilizari de la transpiratie cand a fost folosit doar la alergare.";0.0;1;1;0.0;1
1268;dupa nicio luna s-au defectat... nu se mai aude la una din casti...;0.0;1;0;0.0;0
1269;pro  sunt 4    contra  pai aici ar fii o lista, dar trec decat ce conteaza  1 foarte greu de aplicat pentru ca nu vine cu nimic in cutie (laveta etc...)  2 nu acopera tot ecranul decat 40-60% iar ceasul incepe sa se detelioreze de la margine       bani aruncati pe un produs ineficient;1.0;1;0;1.0;1
1270;foarte slabe. nu incarca si a iesit fum din ea cand o incarcam( adio).;0.0;1;0;0.0;1
1271;un produs f bun fata de altele precum intex cu troliu si lumini pe difuzor,, claritate atat la muzica cat si la miccrofoane,, va recomand acest produs fata de altele;0.0;1;0;0.0;1
1272;cea mai mare teapa!!! nu recomand;0.0;0;0;0.0;1
1273;am testat tableta o zi si pare ok... nu prea stiu cat tine incarcata pt ca am trimis-o inapoi in service sa vada ce are incarcatorl. avea o chestie ciudata, daca o incarcam cu alt incarcator decat cel original mergea, iar incarcatorul ei original pus in alt dispozitiv mergea de asemenea, dar cand le foloseam impreuna nu faceau contact cum trebuie.... trebuia scos un pic afara si am trimis-o in service. am 5 zile inca astept un radpuns.;0.0;1;1;0.0;1
1274;"folie ""de doi lei"", nu de 20 lei (+17 lei transportul).  made in romania, fara ustensilele necesare aplicarii (de fapt scrie si cu urme pe ea (pentru ca nu este protejata decat pe partea adeziva).  nu as mai lua nici gratis.";0.0;1;0;1.0;1
1275;o porcarie. material de proasta calitate - suportul de plastic s-a crapat la baza. eu l-am luat la reducere, dar la pret intreg nu merita niciodata;1.0;1;0;0.0;1
1276;nu e bun de nimic;0.0;0;0;0.0;1
1277;nu incarca 2 dispozitive simultan si este de o calitate foarte, dar foooarte slaba;0.0;1;0;0.0;1
1278;am achizitionat folia in ianuarie. in martie deja a inceput sa se dezlipeasca de pe ecran. nu cred ca este o situatie normala. nu recomand!!;0.0;1;0;0.0;1
1279;am achizitionat aceasta baterie in ideea de a o folosi la pescuit prin incarcarea la lumina. dupa o zi lasata la soare mi-a incarcat telefonul de la 10% la 28%.daca am folosit incarcarea la priza am facut 3 incarcari telefon. concluzia mea e ca este o chinazerie ieftina. daca vream lanterna imi luam lanterna, daca vream cu incarcare la priza luam la priza dar am vrut ceva solar si am luat o mare teapa. oricum am cam inceput sa m-a obisnuiesc cu tepele de pe internet. oare cand am sa m-a invat minte... mare atentie...;0.0;1;0;0.0;1
1280;"neseriosi!!.. am luat aceasta husa pe ambalaj scrie 8""... pe eticheta lipita scrie 7""... si normal ca nu mi se potriveste la tableta... am sunat la ei am comunicat aceasta problema.. iar ei ce credeti ca imi spun?? ""nu va luati dupa ce scrie pe ambalaj"".. mi-au sugerat sa fac retur sau schimb.. tot pe banii mei ca sa dau o suma cat nu face... dezamagitor... nu recomand!!!";0.0;0;1;0.0;1
1281;nu este fast charge;0.0;1;0;0.0;0
1282;nu merita nici o stea. sunt de proasta calitate. se incarca numai de la alt incarcator, cel intern nu functioneaza acc.   o casa se aude foarte incet comparativ cu cealalta casca.  nu cumparati asa ceva!!!  nu stiu cum cei de la emag le da voie sa vanda produsul.;0.0;1;0;0.0;1
1283;"in 2 luni de la achizitionare bateria nu rezista nici macar 12 ore ca sa nu mai vorbesc ca la sub 40% pornirea datelor mobile sa lasa cu inchiderea telefonului.  nu recomand, bateriile cu care vin telefoanele sunt de o alta calitate fata de cele ""originale"" cumparate ulterior....";0.0;1;0;0.0;1
1284;produs slab in raport cu pretul. fara alte comentarii.;0.0;0;0;1.0;0
1285;nu merge, nu este bun de nimic, nu incarca deloc un s7, efectiv nu merge nimic, ledurile se aprind si cam atat, daca pun telefonul cu ecranul pe el ledul rosu incepe sa apara, dar in rest nimic, nu recomand!;0.0;1;0;0.0;1
1286;este mai mare nu se potriveste;0.0;0;0;0.0;1
1287;foarte proasta, microfon slab, probleme la conectare;0.0;1;0;0.0;1
1288;se aude doar o casca, foarte slabe, nu recomand va luati mare teapa;0.0;1;0;0.0;1
1289;panarama de folie, trebuia sa bag si telefonul in apa ca sa fie bine.... se monteaza ca folia auto plus ca este doar un plastic de doi lei..;0.0;1;0;1.0;1
1290;bine viteza de 80 mb/s la citire, dar la scriere de ce nu e specificat pentru ca e foarte mica si ar scadea interesul clientilor.;0.0;1;0;0.0;0
1291;bateria nu cred sa fie originala, tine la fel de putin ca cea veche de 2 ani. in 5 minute cu wifi pornit sau dus 4% din baterie ca sa intelegeti. dezamagit!!! nu recomand;0.0;1;0;0.0;1
1292;"desi scrie pe ea 10.1"" este prea mica pentru o tableta ipad pro de 9.7"".";0.0;0;0;0.0;1
1293;sa blocat la 8 zile de la achizitionare;0.0;1;0;0.0;0
1294;ramane blocat displayul la 100%..;0.0;1;0;0.0;0
1295;incarca foarte greu. degeaba este fast charge, dureaza si pana la 4 ore o incarcare full, am observat ca undeva la 80% isi pierde din puterea de incarcare. mentionez ca l-am folosit pentru un s7 edge.;0.0;1;0;0.0;0
1296;acest model metalic in ciuda faptului ca e f. faina se desface la fiecare miscare in jos a incheieturii mainii. nu recomand;1.0;1;0;0.0;1
1297;sunt foarte, foarte dezamagita de acest produs. lentila cu macro nu merge deloc si am incercat-o pe 3 telefoane, nici un telefon nu reuseste sa focalizeze imaginea, deci este imposibil sa faci o fotografie. iar cea wide si fisheye iau enorm de mult din calitatea imaginii/pozei. nu sunt deloc multumita si chiar nu recomand deloc acest produs, mai ales pentru ca am luat 2 si la ambele este aceeasi problema.;0.0;1;0;0.0;1
1298;al doilea ceas achizitionat si se da peste cap la efectuarea sau receptionarea apelurilor! nu se mai aude si nici nu mai esti auzit! dezamagit...;0.0;1;0;0.0;1
1299;telefon - merge ok. e bine ca nu are optiuni din ceas si totul se seteaza de pe un mobil cu aplicatia vonino.  gps - este slabut. nu arata pozitia corecta dar merge pentru a vedea zona in care se afla copilul.  ceas - inca nu am reusit sa gasesc de unde se seteaza ora corecta.    - bratara s-a rupt dupa 4 saptamani de folosinta. nu am gasit de inlocuit si a trebuit sa arunc ceasul.  nu recomand;1.0;1;0;0.0;1
1300;am cumparat produsul direct de la wybee, nu prin emag. calitate zero. face bule imposibil de scos. foarte slab adeziva.;0.0;1;0;0.0;1
1301;dupa 3 saptamani s-a dus.... macar sa scrieti la descriere: ?durata de functionare 3 saptamani?..... acum stau sa vin la voi pentru garantie....;0.0;1;0;0.0;1
1302;un device scump pentru ce ofera. incarca foarte greu s8.;0.0;1;0;1.0;0
1303;este fake incarcatorul.. se incinge foarte foarte tare, si incepe sa miroasa a plastic ars. plus mi-a venit intr-un plic.. nu e ceva marca samsung. are un scris pe el, de zici ca e tatuaj de la gume. daca il razui cu o moneda se duce scrisul. nu i-as da nici o stea.. fiindca mi-e frica sa-mi las telefonul la incarcat cu acest incarcator...;0.0;1;0;0.0;1
1304;nu recomand acest produs. desi urmez toti pasii descrisi in prezentarea produsului acesta se deconecteaza cand ti-e lumea mai draga. eu am incercat sa il folosesc cu iphone 7 plus si a functionat 5 minute de redare muzica din apple music apoi s-a intrerupt. iar l-am conectat si iar s-a deconectat..;0.0;1;0;0.0;1
1305;produsul este de o calitate josnica. nu este asa cum este descris. in schimb livrarea a fost facuta corespunzator si cu o amabilitate mare.;0.0;0;1;0.0;1
1306;in general am fost multumita de produsele e-boda, insa bateria aceasta m-a dezamagit complet. cat timp este incarcata, un led sta aprins incontinuu, consumand-o nu are un buton on/off cu care sa o pot opri. nici capacitatea nu este prea mare mie imi incarca aproximativ jumatate din bateria telefonului. un singur pro: dimensiunea mica o face potrivita pentru aproape orice poseta.;1.0;1;0;0.0;1
1307;am achizitionat bratara in primul rand pentru monitorizarea pulsului. exemplarul pe care l-am testat afisa diferente de 50 intr-un interval de 1-2 minute.  nu stiu daca este o problema comuna, eu am returnat produsul imediat.;0.0;1;0;0.0;1
1308;din pacate nu poate incarca un s7 sau un lumia 650 cand este folosot cu gps in masina. telefonul se descarca in timp ce este conectat la incarcator.   pe s7 imi arata ca se incarca de la 10% la 100% in 5 ore.;0.0;1;0;0.0;0
1309;greu de aplicat. noroc ca de fapt sunt doua folii in pachet. daca nu reusesti din prima....;0.0;1;0;0.0;0
1310;incarcare solara slaba. as putea spune ca nu functioneaza. bateria livrara contine o zgarietura in zona ledurilor. in rest, bani aruncati in foc pentru material chinezesc de proasta calitate.  plus ca n-ar fi stricat sa tipariti instructiuni de folosire pe o bucata de hartie.;1.0;1;1;1.0;0
1311;slab calitativ, plastic de 2 bani, iar acumulatorul respectiv nu prea tine, sau tine foarte putin... parerea mea e ca nu merita.;1.0;1;0;0.0;1
1312;dc asta e baterie originala, inseamna ca habar nu aveti ce inseamna! o chinezarie infecta! tine mai putin decat bateria originala care o am de 2 ani! nu recomand!!!;0.0;1;0;0.0;1
1313;foarte proasta, nu s-a aplicat corespunzator.;0.0;1;0;0.0;1
1314;dupa o utilizare de o saptamana pot spune ca produsul nu merita cumparat. mie imi scapa telefonul de pe suport, chiar daca nu e vreo curba. o sa il returnez;0.0;1;0;0.0;1
1315;este intradevar o chinezarie. calitate inferioara. nu merita nici 20 de lei.;0.0;0;0;1.0;1
1316;"din pacate tot ce lauda multi pe aici sunt subscriptii contra-cost. cat despre produs in sine, este gandit 100% pt sua, de aici necesitatea de adaptoare, vpn si alte solutii date de unii. ganditi-va ca unii oameni vor un produs ""plug&play"" cum este google home, care este de infinit de ori mai bun mai intuitiv, mai destept si mai simpatic. si nu necesita atatea ""account""-uri la tot felul de servicii.";1.0;1;0;0.0;0
1317;foarte bune la inceput dar dupa 1-2 luni s-a stricat iar casca dreapta ( sunt la a doua pereche ). nu le recomand decat daca le tii in husa:);0.0;1;0;0.0;1
1318;nu are nicio treaba cu ce ar trebui sa faca. nu-l recomand.;0.0;1;0;0.0;1
1319;am dat comanda si mi-a venit un cablu usb - microusb de proasta calitate. ce i drept tot alb. nu l-am returnat ca e prea mult deranj pentru un cablu, desi ar fi trebuit si nu a fost o decizie deloc buna. probabil si pe delasarea asta mizeaza unii cand trimit aiurea. de evitat;0.0;0;0;0.0;1
1320;si eu am avut aceeasi surpriza... am comandat 'camuflajul' si m am trezit ca mi au trimis pe albastru. oricum am aruncat o direct la gunoi.... se auzea ca in caldare;0.0;1;1;0.0;1
1321;da descriu esperienta mea cu produsul ca nu tine bateria nici macar 3-4 ore nu mai zic sa activezi o aplicatie cum ar fi bt ca deja vb despre cu torul altceva deci in concluzie nu cuparati acest produs chiar daca specificatiile acestuia spun sa-l cumparati pt ca bateria nu va permite sa le folositi descrcanduse prea repede deci un mare nu nu nu la acest produs;0.0;1;0;0.0;1
1322;bateria a tinut vreo 6 sau 8 ore si are un volum foarte bun. basul este chiar ok si se conecteaza usor cu dispozitivele mele.  updatez review-ul pentru ca boxa nu mai functioneaza corespunzator, acus o saptamana sunetul a inceput sa fie tot mai distorsionat la volum mediu (dupa ce a dat crash si a trebuit sa tin apasat butonul de power 10 secunde) si boxa am luat o in noiembrie 2017. pe langa asta in loc sa fie schimbata sau reparata, am primit banii inapoi, acuma ar trebui sa o cumpar cu 10 lei mai mult decat pretul de anu trecut.;0.0;1;0;0.0;1
1323;magnetul este foarte slab, nu tine telefonul.;0.0;1;0;0.0;0
1324;nu este bun deloc abia incarca o jumatate de baterie;0.0;1;0;0.0;1
1325;ma asteptam la un fas dar ingerul negru m-a imboldit la prostii! radio prinde un post gajiit cu un cablu de 1metru in usb, de unde bas, de unde fidelitate cu difuzor de 5 wati nu de 10 cum se lauda descrierea, pe cutie e drept nu spune nimic, nici dimensiuni! dar este ideala in butoiul cu varza pe post de greutate!;0.0;1;0;0.0;1
1326;s-a stricat dupa o luna de functionare;0.0;1;0;0.0;0
1327;"am un xcover3 de doi ani, bateria era deja slabuta fapt pt care am decis sa-l schimb. am comandat aceasta baterie noua care a si sosit in cateva zile dar cand am desfacut punga am vazut ca este umflata. am decis, totusi, sa-l probez... cred ca nu trebuie sa spun ca nu tine nici atat cat cel vechi. sunt dezamagit, nu recomand vanzatorul. am platit 75 (cu transport) de roni degeaba. acesta este a doua oara cand sunt ""luat de fraier"", am mai comandat odata (tot de pe net dar de la alta firma) un acu pt. un nokia care nu se incarca deloc... data viitoare am sa ma duc la un magazin de telefonie unde pot sa vad si sa probez ce cumpar.";0.0;1;0;1.0;1
1328;nu o recomand. se blocheaza si nu poti face nimic sa iesi decat sa o inchizi si sa o repornesti iar plus ca a mai aparut si o pata pe display si acum sunt nevoit sa o trimet la service si astept sa vad daca nu cade vina pe mine.;0.0;1;0;0.0;1
1329;o mizerie, mai e si foarte mare pentru cei 10000 ma;1.0;0;0;0.0;1
1330;dupa 10 min de folosire nu mai merge. chinezarie ieftina nu merita;0.0;1;0;0.0;1
1331;un produs chinezesc, s-a stricat dupa o zi de utilizare...;0.0;1;0;0.0;0
1332;are o curea moale ca branza o sa vi se rupa din prima eu nici nu am putut sa il incarc pentru ca nu se incarca nici nu am putut sa il pornesc sa vad cum merge o chinezarie proasta nu cumparati;1.0;1;0;0.0;1
1333;dupa ~ 2sapt nu a mai functionat am descarcat-o complet si nu se mai incarca, are doar primul led aprins.. a stat si 3 zile in priza.. nu recomand.. am procurat alta baterie de care sunt fffff multumit (are peste 1200review.. sa nu ii fac reclama);0.0;1;0;0.0;1
1334;ie foart de proasta calitate in poza arate ca ieste original dar ieste mai prost ca la chinezi pa magazine ieste 20 de lei original;0.0;0;0;1.0;1
1335;il bate apple watch 3 din toate pozitiile pe asta.;0.0;0;0;0.0;1
1336;desi sunt pe deplin constient ca este o chinezarie ieftina, nu accept faptul ca nu merg toate aplicatiile ceasului. nu functioneaza mesajele (nu se pot vizualiza ) nu poti accesa comenzile camerei foto, etc. ceasul solicita permanent instalarea unei aplicatii bt notifier care chiar instalata, nu face nimic special. aplicatia sugerata de producator este de asemenea inutilizabila.;0.0;1;0;0.0;1
1337;dupa foar doua ore de functionare se aude un harait foarte deranjant... nu stiu daca asa sunt toate sau am eu ghinion. in mod cert o returnez.. nu recomand;0.0;1;0;0.0;1
1338;cel mai prost produs posibil. cablu nu mai functiona dupa 5 zile in conditii nirmale de functionare, incarcat exclusiv 5 nopti fara tras de cablu sau folosit telefon in timpul incarcarii;0.0;1;0;0.0;1
1339;este un produs extrem de prost. dupa o incarcare completa nu tine nici macar pentru o convorbire de 15 minute. in plus se aude foarte foarte rau. in plus, desi in toate;0.0;1;0;0.0;1
1340;nu se conecteaza cu dispozitive android.;0.0;0;0;0.0;1
1341;am comandat acest produs. mi-a ajuns deteriorat, coltul lovit. materialul este jalnic, calitatea sunetului mai proasta decat a unei boxe portabile de buzunar. nu recomand acest produs!;1.0;1;1;0.0;1
1342;nu tine deloc bateria, degeaba e de 3000mah. am schimbat telefonul, nu mai vreau sa aud de lg in viata mea!;0.0;1;0;0.0;1
1343;am luat unul si in cateva zile sa rupt bucatele a ramas magnetii prinsi pe telefon. (chinezarie);1.0;0;0;0.0;0
1344;viteza de scriere pe card 12mb /sec, viteza citire de pe card 30 mb /sec, am folosit un cititor de carduri usb 3 pe un port usb 3 din calculator, un card mediocru cu o reclama mincinoasa;0.0;1;0;0.0;1
1345;inutil, trei adulti n-am reusit sa-i dam de cap.... va fi returnat;0.0;0;0;0.0;1
1346;am cumparat acest produs, de la emag, pe firma. a sosit repede, a doua zi de la comandare.  nu incarca, decat intr-o anumita pozitie, pe care trebuie sa o cauti, mutand telefonul cate 2 mm, inspre toate punctele cardinale, cam dupa vreo 15-20 miscari, o gasesti.  eu nu amtimp de joaca, asa ca am vrut sa-l returnez.   am fost la showroom. nu l-au primit, caci e livrat de magazin partener.  am completat online, formularul de reclamatii.2 zile, n-a raspuns nimeni. azi am sunat.   mi s-a spus ca, pe firma nu se poate returna. trebuie trimis la service. m-a intrebat daca am formular de garantie. nu am primit. atunci asteptati pana vine formularul, apoi il trimiteti la service si..... probabil voi renunta, dar pa emag. pana acum am cumparat mult, de aici, dar aceasta a fost ultima mea cumparatura.;0.0;1;1;0.0;1
1347;am cumparat acest ceas pentru durata mare a baterie. aici chiar sta foarte bine, tine undeva la 30 de zile. stiam cand l-am cumparat cam tot despre el, mai ales pe partea smart. e un ceas bun daca nu ai nevlie de foarte multe chestii smart. vibreaza cand te suna cineva, primesti relativ repede notificarile, si cam atat. contra: se, deconecta tot timpul de la telefon, de 10ori pe minut. daca ridicam mana sa vb latelefon se deconecta. a veam o vibratie continua la mana. incercat cu samsung s6 si iphone 6s. aceasi problema. de aici si restul problemelor legate de conectivitate... mesaje venite cu intarziere, etc.  dupa 6 luni de incercar am renuntat sa mai astep un upgrate de la cei de la vector, si sa imi mai bat capul cu el asa ca l-am vandut;0.0;1;0;0.0;1
1348;ceasul este foarte frumos si de calitate, monitorizarea activitatilor este net superioara competitorilor.   nota mea este strict din cauza ca cineva insista sa numeasca aceste ceasuri smartwatchuri.   in opinia mea un smartwatch trebuie sa ofere mult mai mult decat monitorizarea diverselor activitati.   consider ca ceasurilor garmin li se portiveste mult mai bine denumirea de daily tracker sau tracking device, mai au mult pana sa ajunga la prefixul smart;1.0;1;0;0.0;0
1349;"este o ""chinezarie"" ieftina. din toate functiile pe care se lauda ca le are, doar trei functioneaza bine: pedometrul, ceasul si ritmul cardiac.";0.0;1;0;0.0;1
1350;nu este original;0.0;0;0;0.0;1
1351;nu se conecteaza la nicio aplicatie chiar daca am urmat toti pasii din instructiuni! nu poate fi folosit nuci macar ca ceas:)) am incercat doua, asa ca aveti grija cu produsul acesta;0.0;1;0;0.0;1
1352;daca apesi putin mai tare risti sa cada butoanele, ies de unde le e locul sau intra in casca. mi-a luat destul de mult sa le conectez pe ambele la telefon ca dupa sa trebuiasca sa o fac dupa ce am inchis bluetooth-ul. nu recomand!;1.0;0;0;0.0;1
1353;mizerie, m-am conectat o singura data a functionat apoi nu mai functioneaza, am aruncat cutia ca altfel retur. sambata au sosit duminica nu mai functionau. mizerie chinezeasca ii lauda.;0.0;1;0;0.0;1
1354;cureaua nu se potriveste estetic cu ceasul(s3 frontier). este incomoda, nu recomand.;1.0;0;0;0.0;1
1355;il am de o saptamina, dar nu sint multumita de el, bateria tine 8-10ore nu mai mult. si folia de protectie a vazut a doua zi. nu il recomand sunt dezamagita total.;0.0;1;0;0.0;1
1356;acest produs (sau cel putin cel primit de mine) este un fake ordinar. are exact aceleasi specificatii ca cel original(scrise pe el), dar in realitate e un produs de slaba calitate. spre exemplu: cuplat la el cu 37%, dupa zece minute era la fel si imi spunea ca mai are 4 ore si 51 de minute cuplat la original arata 1 ora si 8 minute. nu recomand. voi returna.;0.0;1;0;0.0;1
1357;sistem cu banda adeziva care colecteaza praful, am incercat sa il curat si s-a rupt;1.0;0;0;0.0;0
1358;nu se aude bine, se tot intrerupe;0.0;1;0;0.0;0
1359;daca te indepartezi cca 4 m deja bipaie ca nu mai esti in raza telefonului.  distanta era de la iesirea din bucatarie 1,5 m pana pe hol 2,5 m despatindu-ne un zid;0.0;1;0;0.0;0
1360;foarte slaba calitate!   bateria nu tine mai mult de 30 min, iar rezistenta la apa e defapt doar la stropi  din a 3-a zi s-a stricat mufa de incarcare.. microusb din boxa si nu mai incarca.. mai bine cautati altceva!;1.0;1;0;0.0;1
1361;magnetul foarte slab nu tine telefonul nu recomand!;0.0;1;0;0.0;1
1362;low quality, weak product.;0.0;0;0;0.0;1
1363;este un produs oribil;0.0;0;0;0.0;1
1364;am folosit cateva luni pana cand s-a dezlipit din spate iar plasticul este foarte casant (s-a crapat dupa cateva socuri minore)... nu recomand hoco;1.0;0;0;0.0;1
1365;am cumparat o pereche acum o zi si cand vorbesc la telefon, se aude foarte incet. la casti se aude bine muzica dar asta e problma foarte mare cu microfonu.;0.0;1;0;0.0;0
1366;la fel de inutil ca acumulatorul folosit 2 ani;0.0;0;0;0.0;1
1367;buna, cutie desigilata si lipsa instructiuni.  nu se potrivesc gaurile, nici la camera nici la difuzor.  folia este mai mare (chiar daca este fortata un pic sus) si nu sta lipita in partea de jos.  am cumparat si pt huawei p10 lite dar nici aceea nu se potriveste.  nu recomand fan gsm... dar fiecare face ceea ce doreste, poate aveti alt noroc eu doar am pierdut banii deoarece fiind desfacute nu mai pot face retur pe ele, macar daca aveam inspiratia sa compar foliile cu telefoanele inainte sa desfac accesoriile.  toate cele bune;0.0;0;1;1.0;1
1368;total inutila. este de buna calitate, se vede asta, dar nu acopera integral fata telefonului. raman 2 mm pe ambele laterale. este prea ingusta. daca marginile nu sunt acoperite, este inutila. ca sa nu mai spun ca se vede groaznic. si am mai dat si 75 de ron cu tot cu curier. foarte, foarte dezamagit.;1.0;1;0;1.0;1
1369;am cumparat bateria asta de 10 zile, in primele zile parea ca functioneaza totul perfect si chiar m-a tinea bateria o zi intreaga! azi a inceput sa am probleme, in nici 4 ore telefonul e mort si fara sa il folosesc! nu recomand la nimeni;0.0;1;0;0.0;1
1370;nu recomand, folia este mai mare decat telefonul si nu se aliniaza bine locurile taiate pentru difuzoarele telefonului.    am atasat si doua poze in care se vede ca daca incerci sa aliniezi unul din locurile de difuzor, al doilea nu se mai potriveste.;0.0;1;0;0.0;1
1371;nu este buna de nimic, nu merita cumparata, daca dai volumul la maxim se aude distorsionat, si se deconecteaza automat de la bluetooth, nu recomand!!!;0.0;1;0;0.0;1
1372;spevificatiile produsului sunt inselatoare. powerbankul nu are 10 cm lungime si nici 4 cm latime. in plus produsul a venit resigilat.;0.0;0;0;0.0;1
1373;s-a stricat dupa o singura utilizare, de 3 zile;0.0;1;0;0.0;0
1374;nu am reusit sa-l folosesc nicio secunda. s-a rupt cand am vrut sa-l atasez. foarte slab calitativ, bani aruncati.;1.0;1;0;1.0;0
1375;nu recomand in cazul in care folositi pt telefon in pozitie verticala, nu strange destul si se rupe usor.;1.0;1;0;0.0;1
1376;pur si simplu nu vrea sa mai incarce dupa nici o luna si jumatate de utilizare;0.0;1;0;0.0;0
1377;in prima zi sa rupt siliconul pe la tabla aia. foarte prost calitativ;1.0;0;0;0.0;1
1378;"am avut o experienta buna timp de 2 luni cu boxa, sunetul este unul foarte clar, m-am conformat cu faptul ca duce lipsa de bass, iar bateria tinea destul de mult. design-ul si textura mi-au atras atentia, mai ales faptul ca era o boxa ""rezistenta"", totusi nenorocul mi-a suras, iar intr-o zi, in timp ce ascultam muzica la un nivel mediu unul din difuzoare a luat decizia de a se strica, in conditiile in care boxa nu a fost scapata, sau testata sub apa. imi pare rau, dar aceasta a fost experienta mea, recomand jbl.";1.0;1;0;0.0;1
1379;s-a stricat dupa aproximativ 5 utilizari. se aprinde ledul cand este la incarcat dar nu incarca. cablul cu care vine la fel de prost! o mizerie;0.0;1;0;0.0;1
1380;cablul nu este unul original, asa cum arata anuntul de pe emag sau factura primita impreuna cu produsul.;0.0;0;0;0.0;1
1381;matrialul din care este facuta ventuza este mai mult   un lipici decat cauciuc. la caldura se dilata foarte mult. de asemenea s-a dezmembrat dupa nici o luna de tinut pe parbriz. la acest produs pretul spune totul.;1.0;1;0;1.0;0
1382;sunt dezamagit de emag ca permite sa se vanda astfel de produse pe site-ul lor.  spun asta in primul rand pentru ca cei care o prezinta si o vand mint in specificatii in leg cu cele 2x10 difuzoare.   - boxa nu are 2x10. chestiile care se vad in poze in lateral sunt niste difuzoare false. de fapt boxa are un singur difuzor central de calitate slaba.  - butoanele sunt de calitate foarte slaba.  - singurul avantaj as spune ca este bateria care are autonomie mare.    si boxa mea este rosie in loc de camouflage si a venit cu membranele laterale ale difuzoarelor false zgariate.  desi stiam ca este un fake si nu aveam asteptari foarte mari cu privire la calitatea produsului nu ma asteptam sa fiu inselat in legatura cu specificatiile sale. lucrul asta scade increderea in emag.;1.0;1;1;0.0;1
1383;dupa 3 zile de functionare, cred ca a luat foc sau ceva, s a incins foarte tare si nu mai merge nici cablu nici adaptoru de priza... vai de el;0.0;1;0;0.0;1
1384;o mare porcarie;0.0;0;0;0.0;1
1385;foarte bun, incarca destul de repede.. asta daca nu primesti o notificare/mesaj/apel si nu ai vazut... se deconecteaza... telefonul se deconecteaza de la incarcat la o notificare.. deci daca il pui la incarcat si primesti imediat o notificare si il iei dupa 1-2 ore si iti trebuie urgent ai pus-o.. ca nu se incarca. in rest functioneaza perfect pe un s6 edge si chiar arata frumos ca aspect pe birou. doar ca trebuie sa mai il verifici din cand in cand sa nu fi primit ceva.;1.0;1;0;0.0;0
1386;o folosesc ocazional de 7 luni si este slaba. capacitatea nu este de 10.000 mah, undeva la 7k mah.    curentul de iesire de sub 1 ah nicidecum de 1.5 ah.    o incarcare unui telefon epuizat de 3300 mah dureaza peste 3 ore jumatate, calculate si voi.;1.0;1;0;0.0;1
