;content;design
2590;o sa distrugeti sensibilitatea telefonului + ca nu se prinde bine pe margine;0
2591;emag, va rog mai multa atentie la cum expuneti produsele altor vanzatori!   titlul produsului m-a indus in eroare. acest cablu nu merge cu iphone 7 plus!!!   am cumparat 2 buc. si acum trebuie sa le returnez. o bataie de cap suplimentara.:-(;0
2592;este o bratara foarte frumoasa si atat! aici se termina toate calitatile acestei bratari. ecranul raspunde foarte lent, masuratorile nu au acuratete, nu este rezistenta la apa. toate aceste defecte le pot sesiza usor dupa 2 ani de utilizare a unei bratari garmin, dar cred ca si o bratara de 59 de lei este mai precisa. sper sa o pot returna cat mai repede. emag ar trebui sa vanda produse cu instructiuni in limba roamana.;2
2593;nu este bun nu are fast incarca telefonul in 4 ore. incercat pe huawei honor 8;0
2594;"foarte slaba bateria! abia am reusit sa incarc un s9+ o singura data, prin cablu, in 2 ore jumate. functia de incarcare wireless este de asemenea la pamant. cu bateria full, am incarcat o singura data s9+ de la 30% la 100% iar la a doua conectare de la 50% a mai incarcat 5 procente si ""a murit"". nici vorba de o capacitate de 8000 mah. nu recomand.";0
2595;castile se desincronizeaza din cand in cand, adica una este mai in fata in muzica decat celalalt, trebuie oprit si repornit.  se deconecteaza singur, si se reconecteaza.  bateria se descarca repede. incepe sa piuie in ureche, ca se descarca.  am cumparat sa folosesc in timp ce conduc masina. dar este prea frustrant.  bateria nu tine mai mult de 30-40 minute. nu merita cumparat.  am cumparat la reducere, nu am chef sa chinuiesc sa trimit inapoi, am aruncat la gunoi, nici nu vreau sa-l vad ca am aruncat banii pe fereastra cumparand acest produs. rusine.;0
2596;am cumparat castile ( casti cu microfon samsung hs 130 roz) sunt foarta dragute doar ca sunt atat de proaste ca mi s-au rupt in telefon. acum trebuie sa ma duc cu un samsung s5 nou la garantie la e-mag.. degeaba..;0
2597;pentru un s7, se putea trimite un alt incarcator extern! telefonul a avut un pret mare, deasemenea si acest acumulator trebuia sa fie bun!;0
2598;intrarea de iphone e de cea mai slaba calitate! trebuie sa fortezi ca sa intre la fel si intrarea usb  cablu de 10lei;0
2599;poza este cu alt model, este de viper s, iar calitatea produsului este foarte slaba.  produs returnat.;0
2600;defect de la primire. cartela nu are semnal de loc in interior iar afara are o liniuta. am zis sa-l folosesc prin bluethoot din telefon si spre surprinderea mea nu ii merge microfonul interlocutorul nu ma aude. am sunat la service 2 zile la rand si am ascultat muzica aia care te scoate din toti nervii cate o ora in fiecare zi in speranta ca dau de cei de la service su nu am dat binenteles. pentru mine nu face nici macar o stea.;0
2601;l-am luat la oferta si oferta a ramas din pacate. l-am returnat dupa 2 zile.  pro  -aspect (gold rose) foarte placut.  con  -se zgarie rapid  -nu a reusit sa incarce un s6 pana la 100% nici dupa ce l-am incarcat full.  -nu scrie care din cele 2 usb-uri este de 2.1.  -usb-urile spui ca se desmembreaza cand bagi/scoti cablul de alimentare/incarcare.  -pe cutie scrie lanterna... si nu are.;2
2602;nu recomand, e ok dar cam face figuri, de cateva ori nu am mai avut ce s aii fac si a trebuit sa il formatez si apoi sa folosesc un soft de recuperare sa pot recupera pozele facite;0
2603;nu stiu cum s-au gandit producatorii foliei, probabil produc pentru atatea modele de telefoane incat nu le mai si testeaza sa vada daca se potrivesc. problema este ca deoarece ecranul telefonului nokia lumia 735 (sau 730) este usor curbat spre margini, folia de sticla nefiind felxibila nu se muleaza/lipeste in laterale oricat ai incerca, asa ca iti raman 2-3 milimetri din folie fara contact cu ecranul telefonului.    nu recomand o folie de sticla pentru acest model de telefon, cu toate ca se gasesc diverse branduri. cine stie, poate alte folii sunt din start curbate pentru a se potrivi acestui model, insa sigur nu e folia asta din acea categorie.;1
2604;chinezeaca. daca vrei calitate buna, cumpara una facuta de producator.;0
2605;calitate foarte slaba, frustrant de folosit desi posibil cu multa grija si atentie sau chestii de stabilizat suplimentar.;0
2606;l-am folosit lipit pe suportul cu care vine si fara un motiv anume se desprinde singur si cade cu tot cu telefon.  daca il las atasat cand cobor din masina la intoarcere il gasesc pe jos.;0
2607;o porcarie, trebuie sa ridic telefonul si sa-l pun inapoi de minim 4 ori pana se incarca de tot. incepe sa palpaie repede verde si opreste incarcarea de la sine, fara niciun motiv. alte incarcatoare diferite din casa functioneaza perfect.;0
2608;nu se mai incarca si nu porneste!!!;0
2609;doua zile a fost ok, dar dupa aceste doua zile se descaraca in 3 ore bateria si mai nou la 20 % mi se inchide telefonul.;0
2610;este un produs foarte slab. il voi returna. radioul nu merge deloc. nici cu fir, nici fara fir. face doar un fasait puternic. ca boxa merge. are sunet ok pentru o boxa mono. are si bass.  a venit intr-un pachet gaurit la un capat, cu cutia chinuita, capacul era deschis si boxa juca in interiorul pachetului. nu era protejata de nimic, doar o cutie mototolita si plicul de plastic al curierului. iar curierul scutura pachetul ca sa-mi arate cum misca produsul cumparat de mine in plic. exact asa cum a fosr impachetat il voi returna. chiar in plicul curierului care l-a adus.  numai vazand pachetul si mi-a disparut cheful de boxa.   boxa ca aspect arata binisor. dar atat. in rest nu e buna de nimic;0
2611;pe scurt, o mizerie. in loc sa imi incarce telefonul, telefonul incarca bateria.;0
2612;pozitive - nimic inafara de microfon.    negative - nu s-a conectat la nici un telefon ce poarta numele samsung, unul mai vechi cu butoane, un gio si s5.   singurul telefon e un nokia asha, nu mai stiu ce model dar am mai incercat si cu un lumia 532, nu a mai vrut.     cat l-am folosit la nokia asha, calitatea audio a fost extrem de neplacuta, zici ca celalalt era in china intr-un bunker dar de auzit ma auzea bine.    nu va recomand asa ceva nici in 100 de ani, mai bine stati cu telefonul la ureche.   am comandat ieri alta casca platronics explorer 50, care este infinit superioara la orice capitol fata de mizeira asta.   parerile despre acea casca o gasiti la locul potrivit sub acel model.;0
2613;de 2 lei, nu sta lipit de parbriz m. ai mult de 5 minute fara telefon. nu recomand!!!;0
2614;nu recomand deloc! o folosesc in timp c alerg pe banda. in 90% din timp arata un puls in jur de 100 in timp c eu am 150-180 bpm. daca iti misti mana isi pierde acuratetea cu totul. cum as putea sa-mi fac sprinturile daca o mana trebuie sa o tin dreapta si nemiscata?! e absolut nefolositoare si iti provoaca doar nervi.;0
2615;"enervant.... super enervat... se deconecteaza tot timpul daca ai plecat 2-3 m de telefon.  si atentie la retur - daca produsul nu-ti place, nu functioneaza asa cum ai crezut platesti returul.  fals faptul ca returul e gratuit; acest lucru e valabil numai in cazul cand e defect produsul sau deteriorat.";0
2616;la nici 4 luni dupa achizitie, mufa de incarcare s-a dezlipit. sunetul e de proasta calitate, baraie in continuu.;0
2617;nu a mers de prima data, l am luat din showroom, am ajuns acasa am deschis cutia si surpriza! nu merge deloc cu oricare din produsele apple pe care le detin, nu recomand decat daca esti dornic sa faci 100 de drumuri pentru a l returna si schimba pe parcursul celor 24 de luni de garantie.;0
2618;nu este pentru modelul asta de tableta, nu se lipeste... teapa mare!!!;0
2619;nu se conecteaza la iphone 7, ios 11;0
2620;nu este bun de nimic.  sta de 3 zile la soare si nu se incarca de loc.  l-am incarcat o data la priza si nici macar nu a incarcat un telefon cu o baterie de 3500 ml.;0
2621;incarca bine primele 2 zile dupaia nici macar nu mentine procentajul bateriei. un produs chinezesc adica bani aruncati;0
2622;chiar daca este un produs relativ ieftin, nu trebuie sa fie o scuza pentru calitatea produsului care este mizerabila! am respectat instructiunile de folosire si timpul de incarcare, cu toate astea nu imi poate incarca un telefon cu bateria de 3500mah nici la 75% (fara ca eu sa il folosesc in acest timp)!;0
2623;teapa, foarte proaste;0
2624;bateria are 2800 nu 3000. si cand am bagat o in telefon aveam 31 % apoi scadea in fiecare minut cu 2% pana s a inchis. mare teapa. o voi rerurna imediat;0
2625;in primul rand, emag ar trebui sa fie mai atent cu cei carora le da posibilitatea sa vanda prin intermediul marketplace -spun asta deoarece din ce in ce mai multe chinezarii sunt prezente si prezentate ca fiind produse calitative.   in cea ce priveste ceasul: descrierea produsului, pozele, functiile descrise -toate false. toate aceste ceasuri au aceeasi aplicatie dezvoltata de chinezi. precizia de localizare +- 15 km -este total inutila. nu are cablu magnetic. nu rezista la apa. bateria tine in cel mai fericit caz 30 de ore fara a fi apelat. daca vreti un device ca sa puteti aplea copilul, este ok. daca vreti un gadget care sa corespunda descrierii produsului, sugerez ca sa mergeti catre o marca consacrata.;0
2626;nu recomand. cea mai proasta achizitie.;0
2627;"dezamagitor!! nu functioneaza decat sa sun eu pe ceas si atat, nimic mai mult. nu functioneaza nici sa imi trec eu numele la ""gardian "". iar cartela vodafone gratuita, are credit 0 lei, deci o pot arunca direct!!";0
2628;s-a stricat dupa o luna;0
2629;dupa nici 2 saptamani, nici nu mai incarca calumea. sare de la 75% energie la aproape 0 (de la 3 leduri la 1 care palpaie). asta in conditii de utilizare superficiala.;0
2630;s-a stricat dupa 2 ore de folosinta.;0
2631;nuvela buna de nimic nici nu poate lua pulsul bine si nu are bratara de calitate nu recomand;0
2632;dupa sosirea primei comenzi ceasul nu a mai functionat corespunzator, aprox 3 zile. am facut retur inpreuna cu bratara fitnes cadou, am solicitat un nou produs. a si sosit dupa 2 sapt fara bratara fitness si ceasul care nici macar nu pornea. din nou am facut retur. dupa aprox 2 luni de la prima comanda a sosit ceasul mult asteptat.. surpriza dupa primul contact cu apa parca era acvariu. pe raspunderea mea l-am desfacut. am ramas stupefiat.. am si facut cateva poze pe care am sa le atasez daca au sa-mi deie voie.. oameni buni nu cumparati!! dati mai bine 20 ron mai mult si cumparati din magazin!!;0
2633;prost cablu... foarte slab.. cand l am cumparat ( acum 4 luni) afost incarca pana la 1000 a si acuma e defect si incarca cu 50 ma!;0
2634;nu are nici o treaba cu un smart..... este doar un ceas banal..;0
2635;se crapa foarte usor, nu recomand!;1
2636;un fel de jucarie.;0
2637;probleme am avut din prima saptamana. incarcatorul a fost inlocuit pt ca nu mai incarca si acum se smulge mufa. nu cred ca sunt originale.;0
2638;am un mobil philips x586.  am luat acest cablu ca sa transfer poze, fisiere din telefon in pc/windows 10 pro, dar transferul nu se face cu acest cablu.;0
2639;"husa este slab calitativa si nu se potriveste cu o tableta de 7"" dezamagitor";0
2640;nu cumparati!!!!! nu tine nici jumatate de zi, ma tinea mai mult cea originala utilizata mai bine de doi ani, -5 stele;0
2641;nu masoara corect nici pulsul si nici pasii.;0
2642;cand am despachetat bratara totul parea sa mearga bine pana cand am conectat-o la telefon. a inceput sa se blocheze, pur si simplu ecranul era negru si isi revenea foarte greu, insa de fiecare data cand incercam sa o conectez la telefon pateam la fel asa ca m-am hotarat sa o las balta. nu o recomand nimanui!;0
2643;"incarcatorul a fost cumparat pentru un samsung a52017. pe langa ca nu incarca la modul fast charging, nu incarca nici macar la modul ""normal"". o incarcare dureaza aproximativ 7-8 ore!!! cu un incarcator normal de 2a fara fast charging, incarcarea dureaza 2 ore. bateria si telefonul verificate / sunt ok.   dupa ce am cautat pe net am ajuns la concluzia ca este un incarcator fake. nu recomand sub nici o forma.. nu recomand sa cumparati de la partenerii emag, doar emag direct";0
2644;retur! nu recomand.   a functionat pana cand s-a descarcat bateria, apoi pa!;0
2645;nu este compatibil cu iphone 6, functioneaza cu greu doar dupa ce este scos si bagat de mai multe ori;0
2646;dupa nici 3 luni de utilizare i-a cazut carcasa, fara a suferi lovituri. nu este acoperita de garantie carcasa si nici nu exista la distribuitor piese de schimb;0
2647;nu recomand nimanui! s-a chinuit sa o aplice pe display-ul tabletei un expert de la orange shop, dar tot au ramas vreo 5-6 bule de aer. se potriveste greu, se dezlipeste apoi greu daca ai pozitionat-o gresit... are niste indicatii pe cartonul de ambalaj, dar oricit le-ai respecta, tot nu-ti iese cum trebuie. hotarit lucru: foliile de plastic nu sint bune de nimic! am comandat acum o folie de sticla, tot de la emag.;0
2648;nu se lipeste bine pe margina;0
2649;calitate slaba.  de noua arata mereu 100%. apoi nu mai incarca deloc. chiar cand nu mai are energie deloc tot 100% indica dar nu incarca.  o porcarie.;0
2650;se intrerupe semnalul foarte des, cu telefonul tinut in buzunar.;0
2651;"lightbleed in partea stanga-jos a ecranului de cand a fost cumparat; aparent acest model asa este din fabricatie (sunt multe cazuri chiar si pe forumul garmin). ecran crapat in timpul somnului la 2 luni si 12 zile dupa achizitie, touchscreen-ul este mort deci ceasul este inutilizabil... defectele mecanice de acest gen nu sunt acoperite de garantie si nici nu se repara contra cost.";1
2652;i-am masurat capacitate si este sub 40% fata de cea specificata.   cand il misc suna ceva inautru semn ca este o piesa desprinsa.   complet inutil.;0
2653;dupa 6 luni se coporta mai rau decat cea originala de 5 ani. se inchide la 30% si de asemenea se inchide cand fac poze cu blit la 70%.;0
2654;nu incarca nici un telefon de 2500mh;0
2655;se aude foarte incet si scote un sunet ciudat... nu recomand ceea mai proasta achizitie din viata mea.;0
2656;nu recomand. detin acest ceas din ajunul craciunului si a treia zi de craciun a murit definitiv.. fara nici un motiv. plus ca bateria e naspa rau nici o zi macar in totate functiile pe care le detine. aspectul e ok.;2
2657;acum a ajuns. am aplicat folia si nu numai ca nu acopera cum trebuie ecranul, aceasta nici nu se lipeste la margini. pe langa asta calitatea imaginii prin folie e oribila.     nu recomand, nu cumparati acest produs. o risipa de bani!;0
2658;nu cumparati acest produs. ce am primit nu este un produs original sony. volumul si calitatea sunetului sunt inferioare unor casti de la toneta de 10 lei.     le-am primit intr-o punguta ziplock.;0
2659;ecran foarte slab, se sparge cam imediat;0
2660;cel mai jalnic acumulator... se descarca normal pana la 50% iar dupa scade deodata la 1%... la incarcat il pun la 20% si deodata urca la 30%-40%... plus ca am probleme cu telefonul de cand am pus acumulatorul... se restaureaza singur...;0
2661;intra foarte des in offline facand-o practic inutilizabila, o chinezarie ca si hub-ul si senzorii de la aceasta firma.;0
2662;mufa iphone nu merge. usb c merge din cand in cand. retur asigurat;0
2663;nu se potriveste absolut deloc;0
2664;descriere falsa, pentru pretul acesta este ok, dar nu are nici o treaba cu 2x10w si bass foarte slab;0
2665;nu merita luat... nici 24 h nu tine bateria...;0
2666;un produs slab calitativ. nu se conecteaza la net cum spun in descriere. am fost sfatuiti sa l trimitem inapoi pentru a primi ulterior banii. si nu am primit nimic nici macar nu raspund la telefon.;0
2667;se strica repede! nu-i buna deloc.;0
2668;am primit o baterie folosita, telefonul se opreste cand ajunge la 40%...;0
2669;nemultumita, nu am reusit sa-l lipesc si sta in torpedou de vreun an!;0
2670;sa spart dupa 12 ore doar stand in  buzunarul de la spate;1
2671;tine mai putin decat bateria originala de 4 ani! dupa cateva incarcari, parca s-a mai imbunatatit situatia, dar totusi, nu e ca originalul cand e nou!;0
2672;primit pe 12 aprilie 2018. de la acea data, performanta bateriei noi a ajuns mult sub cea originala veche. procentajul de incarcare al bateriei variaza fara o logica, cu pana la +/-10%.   tot datorita bateriei noi, mobilul a inceput de curand sa se restarteze fara motiv. din momentul in care am reinstalat bateria veche, totul merge normal: nu mai sunt restartari, nu mai sunt oscilatii de procentaj de incarcare.    bateria noua este foarte buna pentru aruncat la gunoi.;0
2673;foarte slab... se incarca in vreo 10 ore... si duce 2 incarcari.... dezamagitor;0
2674;foarte slab.. nu recomand!;0
2675;desi bateria pare a fi autentica si nu o replica nereusita la prima vedere, e mai proasta decat bateria originala a telefonului - in varsta de circa 3 ani pe care am vrut sa o inlocuiesc. voi incerca sa o returnez desi procesul de returnare e foarte anevoios pentru produsele partenerilor emag insa din pacate toti acumulatorii pentru acest tip de telefon sunt vanduti doar de partenerii emag. daca a fost o coincidenta, ghinionul meu, daca asta e calitatea bateriei in general - nu recomand!;0
2676;este compatibil poate cu telefoane android pana in versiunea 5.0.1. dupa aceasta versiune puteti considera ca ati dat banii degeaba.;0
2677;mi-am luat teapa cu acest dispozitiv de incarcare wireless. am comandat 2 dispozitive pt a le folosi la 2 iphone-uri x. un iphone x are o capacitate de 3000 mah. cu acest dispozitiv iphone-ul se incarca 1 data si jumatate. oribillll. am dat in jur de 220 de lei si am achizitionat 2. macar de 2 ori daca incarca telefonul era cat de cat rezonabil. prin cablu incarca de 2 ori telefonul. mentionez ca am un charger asus de 10000 mah cumparat acum 2 ani si incarca tot de 2 ori chiar daca a fost folosit de peste 500 de ori. nuuu recomand!!!;0
2678;pro: returul a fost usor si ok, fara probleme    contra: chinezarie, fara un manual de utilizare, nu am reusit sa prind nici un post de radio cu el iar singurul buton pe el era ciudat, de parca statea sa cada (poate doar la varianta trimisa mie, nu stiu daca la fel arata toate).;1
2679;am cumparat aceasta bratara pentru fiica mea de 12 ani, cadou de mos craciun. meniu greoi, lipsa notificare mesaj, contorizare pasi aiurea. am vrut sa o returnez dupa 5 minute. din pacate, copilul a vrut sa-i scoata bratara sa o puna la incarcat iar capatul usb s-a rupt. adio 263 ron, adio cadou de craciun. reclama mincinoasa la acest produs, numai pozele de prezentare sunt cat de cat frumoase. acest produs ar trebui sa se gaseasca intr-o punga de pufuleti cu surprize, nu sa coste aproape 300 lei. rusine.   ps. pentru ca ati stricat bucuria copilului de sarbatori, voi returna de acum inainte toate produsele ce nu indeplinesc criteriile cele mai exigente.;0
2680;din 2 perechi comandate a functionat 1 singura casca... nu recomand;0
2681;folia este de sticla de 2.5mm nu de 3mm si nu este usor curbata cum este trecuta in descriere. este o folie dreapata cat marimea display-ului care nu se lipeste pe marginea curbata a telefonului, ceea ce determina intrarea prafului, a scamelor intre folie si display in curand se va deslipi. nu recomand;1
2682;o porcarie! nu tine bateria nici macar o zi!;0
2683;am introdus in telefon.. nu-l recunoaste. am incercat formatarea pe laptop dar indiferent ce faceam nu-l vedea cand era introdus in telefon. nu recomand.;0
2684;incarcatorul este unul normal. am un huawei p20 pro si nu se incarca rapid cu acest incarcator. pe langa faptul ca incarcatorul vine fara cutie (pur si simplu un cap de bagat in priza si un cablu usb-c).;0
2685;am avut doua identice, fiecare 64gb. dupa vreo 2 ani, a murit o memorie, nu se mai lasa formatata, noroc ca nu aveam poze pe ea. am pus a doua (era sigilata in cutie, de 2 ani) sa o formatez si era moarta si a doua. camera citeste bine mersi alte memorii. bani pe fereastra, daca mai moare si cu poze, rau...;0
2686;am facut comanda direct la ei si nu am luat de pe emag ( desi era cu vreo 10 ron mai scumpa de la ei) si am sunat si am intrebat, este exact cat ceasul si au spus ca da, o minciuna, este mai mica folia decat ceasul, nu cu mult mai mica, dar destul incat sa faca ceasul sa nu mai arate bine. le-am scris un review in care mi-am spus nemultumirea si nu l-am postat pe siteul lor si dupa vreo 2 saptamani mi-au trimis un mail in care mi-au cerut poze cu dovezi, eu am probat ambele si am vazut ca sunt mai mici si le-am aruncat si acum il folosesc fara folie.  concluzia - daca nu va deranjeaza sa fie folia mai mica cu vreo 0.5 mm si sa se vada conturul foliei aproape de marginea ecranului puteti cumpara acest produs, desi el nu este tocmai facut pt galaxy watch;1
2687;lipsit total de stabilitate, cu imperfectiuni in decuparea dupa turnare in forma, nu recomand!;1
2688;cumparata de la ei de pe site. folia e buna, numai ca nu se lipeste pe margini. raspunsul lor zice ca din cauza ecranului curbat se intampla asta. adevarul e ca am folie de sticla de 3ani, o schimb odata la 4-5 luni, dar aceasta e singura care nu se lipeste pana la margine. cred ca produsul e de slaba calitate. oricum numele firmei e doar o coincidenta, nu are nici o legatura cu celebra firma. dezamagit. nu recomand.;0
2689;execrabila, porneste greu, se misca prost, se blocheaza. e imposibil de folosit!;0
2690;"fara nicio utilitate, foarte proasta pentru 7""";0
2691;l-am luat pentru camera foto nikon d5100. nu stiu care e problema lui, desi are aceleasi caracteristici cu fostul meu card, care s-a dezintegrat fizic, acesta nu scrie datele cu viteza necesara pentru ca filmarea sa poata fi vazuta ca filmare. drept urmare, scrie aprox. 2-3 cadre din 24 (adica imi face filmele de nevizionat).  un jaf de card.;0
2692;nu se lipeste de bord;0
2693;se strica casca din stanga la nici o luna de cand le-am cumparat. este a doua pereche nu irositi bani;0
2694;nu incarca rapid lg g5. o sa o duc inapoi.;0
2695;sa cumperi un acumulator de 20000 care se comporta ca unul de 10000, asta inseamna sa-ti iei teapa. i-am facut doua descarcari si doua incarcari, tot ce trebuia, si cand il pun la incarcat de la 100% imi sare in 2 minute la 70%, dupa se blocheaza la 61% si tot asa.;0
2696;dupa 2 zile de cumparare si utilizare, nu mai vrea sa porneasca, are ceva defect.;0
2697;s-a rupt dupa 1 luna.;1
2698;foarte nemultumita de produs. nu functioneaza in program (setracker). desi am configurat ceasul conform instructiunilor, are semnal si date mobile, apare in program ca dispozitiv offline. nu se poate folosi decat pentru a apela purtatorul ceasului si atat. desi incarcat complet, se descarca in 4-5 ore, ceea ce il face si mai nefunctional. furnizorul nu raspunde la mesaje de 6 zile de la achizitie dar are pretentia ca produsul sa fie returnat in maxim 14 zile. ceasul este mai degraba o jucarie chinezeasca de proasta calitate. imi vreau banii inapoi.;0
2699;am incercat sa folosesc tableta timp de o saptamana.  am avut probleme la tot pasul. pot spune ca la fiecare 5 minute de utilizare.  nu ramanea conectata la internet prin hotspot, la final nici nu se mai conecta.  foarte lenta, timp de raspuns mare.  la pornire asteptam aproximativ 3-4 minute pana cand incepea sa functioneze.  am returnat-o urgent!!!  lenovo eventual pentru laptop-uri, in rest nu merita.;0
2700;desi comode la prima incercare, nu am apucat sa le folosesc la un alergat deoarece casca dreapta are un gajait destul de enervant. cel mai probabil voi returna produsul!;2
2701;jalnic. singura parte buna este ca arata bine si nu este zgomotos. in rest nu prea, eu am doua s7, unu normal si unul edge. la amandoua incarcarea dureza foarte mult, daca este descarcat pana in 15 % incarcarea dureaza undeva la 2h 30m. daca cumva este pe punctul de moarte incarcarea va dura peste 3h. asta pe incarcarea rapida! pe incarcarea normala nu l-am folosit deoarece cred ca incarcarea dura o zi...;2
2702;pozam un botez cand la un momet dat imi apare urmatorul mesaj: acest card de memorie nu se poate utiliza. cardul poate fi deteriorat. introduceti alt card. in graba nu dau importanta, inchid aparatul, scot si bag iar bateria, pornesc, merge, mai trag cateva cadre, verific pozele si din urma, totul ok. mai trag cateva cadre, iar apare mesajul, procedez ca mai nainte dar de data asta fara scucces. pozele nu le-am mai putut recupera. decideti voi daca vreti sa il cumparati.;0
2703;poate fi setat doar din aplicatie si aplicatia nu imi vedea ceasul, cu toate ca acesta era pornit si cu sim activ si incarcat. am stat 3 zile pe mail cu cei de la suport tehnic si tot nu au reusit sa rezolve problema. il voi returna.;0
2704;foarte proasta calitatea. a functionat maxim o luna cu 3 schimbari de baterie. schimbat cu totul pana la urma. al doilea nu a rezistat nici 2 saptamani. cel mai prost produs cumparat vreodata. nu merita nici sa fie luat in calcul. mos craciun si-a luat o mare teapa.;0
2705;slabut, pret mic calitate pe masura!;0
2706;legat de vorbitul destul de tare de fiecare data cand deschizi boxa sau cand ceri o comanda, mai adaug ca daca o uiti deschisa, s. ar putea sa te trezesti la2 noaptea cu una care incepe sa latre incontinuu... si destul de tare incat sa trezeasca toata casa;0
2707;mi s-a defectat dupa aproximativ o luna de utilizare. nu mai vrea sa se incarce... nu recomand;0
2708;comanda trebuia sa ajunga pe 4 si a ajuns pe 5, nu asta ar fi problema cea mare, problema mare este aceea ca pe cutie scrie ca bateria tine intre 3 si 4 ore de ascultat muzica si in realitate bateria nu tine mai mult de 30 de minute. dezamagitor, mai ales din partea emag pentru ca vand asa ceva dand informatii false, dupa cumpararea produsului realizand adevarul. rusine emag si partenerilor!;0
2709;nu stiam ca este si diagonala 7,8 inch (asa scrie la specificatii)! sau poate gresesc eu....;0
2710;am cumparat produsul acum o saptamana din pacate acesta nu corespunde cu descrierea, el are functii de masurare puls, oxigen si tensiune, si as fi putut trece peste impedimentul de a nu corespunde cu descrierea daca era si rezistent la apa dar din pacate nu este la prima balaceala in bazin sa inecat inca mai functioneaza dar a se vede ca are apa in el pe scurt daca nu aruncam chitanta il returnam.;0
2711;doar sa pui pe spate si sa ai husa, altfel, nu-si are rostul. autocoland pe care il gasesti peste tot, intradevar, taieturi precise insa lipici nici macar de doi bani.;0
2712;foarte nemultumit de ea... se aude binisor.... dar cand am bagat un stick mi s-a blocat si nu a mai mers... am returnat-o;0
2713;nu merita banii!;0
2714;se putea si mai bine. emag dezamagitor;0
2715;am primit alte casti, nu are treaba cu poza. le returnez.;0
2716;nu o recomand. pentru banii astia este foarte slaba. se aude foarte incet pentru cei 6w... am luat o boxa myria tot cu 6w, dupa ce am returnat-o pe aceasta, si se aude mult mai tare. am avut si niste probleme cu ea, se conecta foarte greu prin bluetooth, iar prin nfc deloc... pe mai multe telefoane. butoanele tacticle nu raspund chiar asa de bine la comenzi. vocea care apare in momentul in care pornesti boxa este un pic deranjanta, dar cred ca te poti obisnuii cu ea. intr-adevar, are un design placut, dar degeaba... nu recomand!;2
2717;il fortezi putin si se rupe, se desface suportul de baza, apoi nu mai sta cum trebuie. si sa asezi telefonul in suport e destul de incomod, ai nevoie de doua maini. nu recomand nimanui, dai mai multi bani si iti iei ceva ok.;1
2718;nu se aprinde. nu se incarca. ce parere sa mai ai.;0
2719;nu recomand nici unui om care cat de cat are intentia sa faca un pic de miscare pentru sanatate, cu atat mai putin unui profesionist. indicatori sunt o gluma. nu cred ca e normal sa vorbesti in cazul de fata despre raport calitate/pret deoarece ori iti indica corect pasii/calorii etc. ori nu. iar daca nu iti indica corect nu isi merita numele de bratara fitness.;0
2720;abia l am primit. fara manual in limba romana. sa vad ce pot face... nu pare extraordinar. fara manual nu ma descurc. e pe cat de simplu pe atat de complicat... sau de doi lei... nu pot intra in setari sa fixez ora... sau poate nici nu functioneaza, e doar o jucarie... cam scumpa jucaria. maine voi suna dupa manual...;0
2721;am cumparat aceasta boxa de black friday la pretul de 65 de lei. acum vad ca este redusa la 57 de lei, fiind mai ieftina cu 8 lei decat de black friday.    a venit zgariata, am poze facute la nici 10 minute dupa ce a fost primita care atesta acest lucru. am facut poze cu boxa la 10:35, iar asa cum se vede din imaginea atasata cu chitanta, boxa a fost primita de la 10:29.     pe langa faptul ca este zgariata de zici ca am cumparat de la resigilate, este alta culoare decat ceea ce am comandat, fiind o nuanta de albastru aprins si nu culoarea camouflage cum este trecut aici.    lucrul cel mai enervant este ca butoanele de volum nici macar nu functioneaza cum trebuie. in loc sa se auda mai tare sau mai incet, acestea schimba melodia.;1
2722;nu recomand. ecranul telefonului este curbat iar folia dreapta.;1
2723;nu cade exact pe telefon... nu recomand. asta e tebucuri pentru nimik.;0
2724;nu va cumparati asa ceva, decat dc sunteti elefanti! chestiile care intra in urechi au cam 2 cm. 2 cm!!! nu le poti introduce in urechi decat dc ti le indesi pana in creier. eu le-am facut retur.  le-am dat o stea ca nu le puteam da zero!;0
2725;am cumparat cu incredere, crezand ca este vorba de bookbook autentic, aflat intr-o promotie. nici nu exista temen de comparatie. este de o calitate jalnica. fermoarul mai avea putin si se desprindea de la locul lui, dar ca sa functioneze, nici vorba. cotorul a venit deja cu julitori, iar daca doar te atingeai de acel material, continua sa se jupoaie. am introdus produsul cu grija in ambalajul original si il voi returna urgent. concluzie: treceti mai departe, nu cumparati asa ceva. bani aruncati sau timp pierdut cu returnarea.;0
2726;nu recomand de loc! este mult mai mica decat ecranul telefonului si nu se potriveste de loc;1
2727;foarte slab, nu recomand la nimeni;0
2728;acum 3 zile am luat-o nu-i buna de loc memorie nimic 1,86gb se blocheaza nu-i buna de loc.;0
2729;nu merge. nu se deschide! maxim de dezamagit de mosu!;0
2730;dupa 3 zile de utilizare nu se mai deschidea la apasarea butonului;0
2731;am comandat produsul prin emag, dar de la atu it! nu stiu daca este doar defect, insa valoreaza 2 lei. cutia nu era sigilata, bateria a venit alaturi, nu era incorporata! folia protectoare era cu zgarieturi!  conexiune bluetooth extrem de slaba, la 5m se pierde conexiunea. apelurile vocale imposibil de interceptat. voi returna produsul, sper sa si primesc banii inapoi. revin cu feedback!;0
2732;nu recomand, cardul se va strica foarte repede;0
