|content|livrare_ambalaj
574|ma asteptam la o calitate mai buna. cutitul s-a rupt dupa o luna de folosire(au fost maxim 6 folosiri); nu degeaba am primit cadou inca un cutit de rezerva! masina destul de greoaie, rotile destul de sensibile, la a 2a folosire au cazut 0 capace; nu merita mai mult de 900 lei la calitatea pe care pretinde ca o ofera!|0
575|masina de tuns iarba este foarte buna, pacat ca nu are rotile mai mari cum scrie in specificatii,180 fata, 250 mm spate, are doar 140 fata si 170 spate si nu am primit garantie la ea. as vrea sa fac retur dar costa foarte mult transportul in polonia.|0
576|se putea mai bine|0
577|trebuie sa ai muschi ca sa o poti porni. zgomtoasa. calitatea materialelor buna|0
578|din pacate la mine masina de tuns gazon nu a dat randamentul dorit. consuma multa benzina, nu taie iarba de 30 cm, se opreste des din functionare, parca se ineaca motorul. iarba cade pe teren, nu se aduna in cos. asa mi-a spus cel care o foseste. ieri a tuns iarba cu nadina electrica veche de 300 lei. foarte bine. in reclama scrie ca masina asta pe benzina tunde si iarba uda. aiurea!|0
579|plusul este din capul locului pretul acceptabil avand in vedere ca este cu tractiune. tractiunea functioneaza ca pentru cineva de varsta a doua, dar functioneaza.. probleme intalnite la pornire, cand porneste, cand nu.. daca tragi de maneta de mai multe ori fi sigur ca se ineaca in benzina... sistemul... ma refer la tot este de folosita scurta... o alta problema constatata de mine... la taiere, daca da de iarba uscata se stinge totul in fanta de evacuare si se blocheaza acolo, deci ceva nu e ok din proiectarea produsului banuiesc...in comparatie, am o masina de tuns iarba electrica si merg cu ea cu clapeta din spate intredeschisa si nu sa blocat niciodata iarba in fanta de scoatere... deci am fost indulgent cu punctajul... oricum voi reveni cu review dupa o folosire mai indelungata. cert este ca are o problema peste care nu pot trece usor, si anume blocarea ierbii in iesirea de evacuare...|0
580|foarte multumit, singurul inconvenient este ca tot sar capacele de la rotile din fata si ca a durat cam 0 saptamani sa ajunga. in rest isi face treaba cu brio.|0
581|am tuns de 0 ori pana acuma cu ea. motorul este ok. are putere. vedem pe parcurs. consum decent de benzina, adica destul de ok. fiabilitatea se vede dupa 1, 0 ani. are o problema la capacul filtrului de aer. nu prea sta in cei doi suporti de sus.|0
582|sunt multumita de ea. am folosit-o de 2 ori. am iarba de tot felul in curte. terenul este in panta. merge bine. este putin cam grea pentru mine.|0
583|partial imi place. nu stiu de ce nu au service in romania|0
584|am tuns iarba destul de mare(cam 70-80 cm inaltime)... s-a cam inecat de cateva ori dar asta doar cand am tuns cu evacuare iarba pe lateral... cand am schimbat si am pus cu evacuare iarba pe spate si-a aratat adevarata putere... nu cred ca are chiar atatia cai putere cat pune in reclama dar se comporta ok, capacele de la roti s-au desprins din prima, porneste cam greu si mai pica suruburi cateodata(trebuie sa fi atent sa le insurubezi la loc altfel cauti prin iarba dupa ele)... consumul de benzina destul de mare... sper sa tina in timp... o sa revin dupa vara sa va spun cum s-a comportat|0
585|raport pret calitate bun varianta 2.48. am testat azi masina se comporta bine taie exceptional este usor de manevrat. ce am observat ca am mutat-o pe sus si curgea benzina prin filtru in rest ok din toate punctele de vedere. am taiat 300 mp de gazon cu jumatate de rezervor de benzina. se curata usor se spala repede cu futrunul. recomand!|0
586|buna. sunt multumit.... am o problema, am rupt cureaua de tractiune si nu stiu unde sa gasesc sa o cumpar. nu are cod pe ea si nu am idee de unde pot cumpara una. daca stie cineva sa-mi spuna. multumesc anticipat|0
587|masina puternica, autopropulsia face totii banii, dar inconvenient pentru o curte care are pomi, tufisuri, boscheti pe care trebuie sa-i ocolesti.|0
588|excelenta masina, a venit cu un cutit de schimb, consum mic, putere mare. o idee cam grea dar nu de speriat. foarte util orificiul ptr conectat furtunul, se spala foarte usor|0
589|a venit rapid, este ceea ce am comandat am o livada langa casa de aproximativ 1000m patrati se descurca foarte bine, pentru moment sunt foarte multumit de ea.|0
590|super multumit momentan. nu am nimic de reprosat. recomand.|0
591|recomand varianta care am eu, 5,98cp latime lucru 51 cm. am folosit-o si are viteza ok, motorul functioneaza normal, fara trepidatii, are forta, e ce trebuie.|0
592|este o masina foarte buna pentru terenuri plane si/sau in panta dar putin cam grea pentru cele cu obstacole; probabil mi-ar fi fost mai buna versiunea de 25kg chiar cu reducerea latimii de taiere si a volumului sacului colector… oricum sint (pina acum cel putin) foarte multumit|0
593|recomand produsul! isi face treaba foarte bine, sotul meu este foarte incantat de aceasta masina. pentru o curte de aproximativ 1600 mp, ideala! ce nu mi-a placut in schimb, timpul de asteptare. a durat exact 2 saptamani pana a ajuns la noi.|0
594|destul de multumita, este usor de manevrat datorita greutatii scazute, nu este nevoie de autopropulsare. raport calitate-pret|0
595|faptul ca nu este mentionat nicaieri cat trebuie lasat la incarcat, e una. dar, dupa doar o saptamana de la achizitionare si utilizare de cateva zile, se tot opreste dupa cateva minute de utilizare, in conditiile in care a fost lasat la incarcat o noapte intreaga. modul rgb nu mai functioneaza, se opreste instant cum vrei sa-l pornesti.|0
596|am facut retur.mouse-ul in sine era confortabil in utilizare, dar dupa 1h-1h30 devenea inutilizabil, nu mai recunostea driverul. aplicatia mouse-ului era nefunctionala, nu recunostea mouse-ul.|0
597|dupa 0 luni folosit casnic a cazut rotita|0
598|am cumparat varianta de gaming, care nu cred ca merita 5 stele. acest mouse este decent si destul de bun, avand in vedere pretul. pentru un gamer amator este mai mult decat decent. nu are materiale foarte calitative, insa era de asteptat. din pacate mi se pare ca dimensiunea lui este foarte mare, chiar si pentru mine care am o palma destul de mare. nu am reusit sa ma adaptez la el din cauza dimensiunii. de asemenea, degetul mic imi statea destul de aiurea, mouseul avand o forma ciudata. intr-un final l-am dat retur si am comandat un logitech.|0
599|putin cam mare in dimensiuni, pentru cineva cu mainile mici, este destul de greu de manevrat. plasticul din care este facut, pare destul de casant, sper sa nu se deterioreze in timp. in rest este ok.|0
600|functia de comutare de pe un dispozitiv pe altul functioneaza fara probleme, pe partea de soft consider ca ar mai trebui lucrat eu am trecut de la un logitech g502 si este o diferenta destul de mare, de aceea nu am putut renunta in totalitate la logitech ramane main pt partea de jocuri. succes pe viitor!|0
601|mouse ul e bun isi face treaba singura problema e ca dupa 6 luni a murit. per total isi face treaba!|0
602|potrivit pentru un laptop, ergonomic. aplicatia pentru el zici ca este facuta pe genunchi, in rest sunt multumit|0
603|plin de senzatia de tehnologie|0
604|in principiu este un maus bun, nu l-am folosit la gamming dar are toate alte calitatile pentru un maus de birou. am cumparat acest maus cu speranta ca va fi un model silentios, insa din pacate nu este deloc asa. in specificatii nu se mentioneaza nimic despre nivelul de zgomot, iar dupa doar 2 luni de utilizare te obisnuiesti cu el dar poate fi deranjant pentru colegi daca lucrezi intr-un mediu foarte linistit. nu recomand daca aveti nevoie de un maus silentios sau lucrati intr-un mediu linistit.|0
605|a fost luat pentru office, se misca foarte bine. raport calitate-pret bun, corect. recomandam, suntem multumiti.|0
606|conectarea multi-device este rapida si stabila, iar bateria de 800mah ofera o autonomie foarte buna. butoanele personalizabile si luminile rgb adauga un plus de functionalitate si stil. un produs versatil, practic si cu un raport calitate-pret foarte bun.|0
607|e comfortabil la utilizari lungi, bateria tine vreo 0 saptamani la utilizari zilnice si pornit non stop, pana se incarca iar poate fi folosit direct cu cablu. raport calitate/pret foarte bun. recomand.|0
608|il am de vreo 0 luni si se joaca fi-meu in fiecare zi, e foarte incantat. s-a conectat fara probleme la pc si vad ca tine acumulatorul destul de mult. fac si romanii lucruri de calitate.|0
609|super ok totul, cred ca forma lui mai poate fi ajustata putin si e putin cam alunecos din mana! am avut o problema cu rotita dupa o perioada de utilizare, dar a a rezolvat rapid, l am trimis, si in 0 2 zile a revenit inapoi perfect functional!|0
610|multumit pana acum de produs, avantajul ca il pot folosi atat la un pc desktop cat si un laptop fara a mai sta sa reiau configurarea|0
611|de mouse sunt multumit, eu facand doar programare si aia rar stau la birou e overkill pentru ce aveam nevoie dar e bun. un mic dezavantaj legat de ergonomie e ca daca fac des miscari de ridicat de pe masa, efectiv cand il apuc, aluneca putin in mana, nu il scapi, dar pur si simplu se reaseaza intr-o alta pozitie decat cea in care reusesc sa-l apuc. eu l-am cumparat in 20 noiembrie si astazi am fost sunat de netstat sa ma intrebe cum mi se pare si daca pot sa ma asiste cu orice legat de produs. intr-o lume in care nu trec 5 minute sa nu auzi de ai si companiile mari isi ascund relatiile clienti in spate la niste boti incapabili, miscarea asta, mi-a facut ziua mai buna!|0
612|pentru copii e super. chiar daca windows update a blocat adaptorul de bt din laptop, ei foarte usor au trecut pe usb dongle fara ajutor suplimentar. chiar si cand este la incarcat, mouse-ul poate fi folosit. deja e mai misto decat un mouse apple care nu poate sa faca asta. vizual este foarte placut. recomand.|0
613|am cumparat acest mouse netstat in principal pentru functia multi-device si sunt foarte multumit. trecerea de la conexiunea 0.4ghz (pc) la bluetooth (laptop/tableta) se face instantaneu. ergonomia este excelenta, mana sta foarte natural pe el si nu oboseste dupa cateva ore de lucru. bateria de 800mah tine surprinzator de mult, iar faptul ca este reincarcabil e un mare plus (adio baterii cumparate separat). iluminarea rgb arata bine, nu e deranjanta. recomand cu incredere pentru cineva care vrea un mouse dotat la un pret corect!|0
614|functioneaza bine, timpul de reactie este foarte bun. are dimensiunea potrivita, se muleaza foarte bine pe mana si e usor de folosit. cei de la netastat au reactionat dupa problema avuta si au remediat imediat|0
615|dupa cateva pagini printare a inceput sa nu mai traga hartia de copiat, am schimbat cartusele onsa nu de acolo a fost problema, a fost trimisa de doua ori in service s-abintors fara a fi reparata. in final a ajuns la gunoi.|0
616|cumparata la sfarsitul lunii ianuarie 2024 cu pret 180, daca cumperi cartuse costa cat imprimanta, daca le reincarci nu mai poti fiindca detecteaza ca acela sa consumat, facute ca sa cumperi consumabile doar originale, nu merita sincer!|0
617|dupa o luna, s-a s stricat capul de printare, care costa cat imprimanta, am cumparat alta pe cis, mult mai buna|0
618|este cea mai slaba imprimanta pe care am folosit-o. are un defect de fabricatie prin care 1.6 cm din partea de jos a paginii nu se printeaza. si din ce am citit pe forumuri nu ai cum sa repari eroarea asta.|0
619|in ziua de azi sa se mai vanda o imprimanta cu cd si fara wireless e jenant. nimeni nu mai are cd la calculator, iar cablurile au fost de mult inlocuite de metode mai avansate. imprimanta aceasta pare din secolul trecut. pe langa asta, cablul de functionare usb nici macar nu e inclus in pachet. se instaleaza ft greu, site-ul de drivere canon e oribil.|0
620|este execrabil de instalat, foarte greu spre imposibil, nu cannon, niciodata, se instaleaza super super super greu si cu informatii insuficiente pt instalare, o cheltuiala de nervi si timp incredibila pt 2023, nu este posibil sa existe un asemenea aparat de tocat nervii, nu se poate!!! daca puteam sa dau minus 1 stea.|0
621|este foarte proasta. se termina cartusul dupa cateva foi|0
622|imprimanta intampina dificultati de conectare cu laptop/pc. instalarea nu se finalizeaza, necesita cateva aplicatii instalate local pentru a beneficia de toate functionalitatile. prea multa durere de cap pentru o imprimanta.|0
623|nu am reusit sa o instalez nici pe un laptop hp nici pe un imac. se impotmolea in instalare, cand trebuia sa-si regleze capetele.|0
624|detestabil, in nici o luna s a stricat, desi am cumparat cartus nou nu mai merge deloc sa trag nimic la ea! rusine!|0
625|windows 10 nu vede imprimanta nu se poate instala conectat prin usb b-a sau b-c sau b-c/a incredibil. aparent e o problema microsoft + cannon, user normal nu are ce face, cam patetica situatia.|0
626|cea mai rea imprimanta se blocheaza si nu merge sa trag nimic la imprimanta! ce mai rea achizitie!|0
627|oribila! nimic mai mult de spus.|0
628|acest model este efectiv cu eficienta scazuta iata si motivul: dupa ce i sa terminat hartia dupa o printare de aprox80 pagini i sa defectat tava de hartie efectiv nu mai trage am achizitionat acelasi model de 2 ori si la fel... recomand una hp. de ce? pentru ca se opreste automat daca nu mai are hartie si poti sa o pornesti cand vrei chiar peste o ora si are conectivitate wi-fi wi-fi direct si usb si inclusiv scaner. nu cumparati modelul. acesta!!!|0
629|este pe terminate tonerul, dupa vreo 50 de pagini, dar vom vedea daca il pot reumple, sau trebuie sa comand un toner nou., care costa cat am dat pe imprimanta. |0
630|nu va recomand! se termina cartusul foarte repede.. mergeti la xerox!|0
631|nu recomand aceasta imprimanta. am printat cred aproximativ 400 pagini, dupa care incurca hartia, nu mai trage nici o coala. este destul de neplacut, si cred ca frustrant mai ales ca am pierdut o groaza de timp reancercand. in mod normal este in garantie, sper sa o rezolve cand o voi duce. |0
632|"pentru inceput m-am bucurat ca era ieftina. cand a ajuns, nu pot spune ca m-a dezamagit. in raport cu pretul, isi facea treaba. problema e ca dupa o luna de utilizare, nu intensiva, am ramas fara cartus si m-am gandit ca ar fi o idee buna sa incerc eu sa o reincarc. din acel moment au aparut niste erori, nu mai primea foile si efectiv le mesteca ca apoi sa le scoata afara mototolite si sa se planga ca nu are hartie. m-am gandit sa o trimit la depanero, in conditiile in care era in garantie. dupa vreo saptamana m-au informat ca mi au anulat garantia deoarece am umblat la cartus si ca ma costa 500 lei doar ca sa schimbe cartusele. mult peste pretul pietei. 150 manopera. adica sa pui efectiv cartusul in acel spatiu. concluzia: imprimanta era ok, doar suparata pe cartusul ""reincarcat"" de mine. poate gresesc, dar nu vad logica pentru care mi-au anulat garantia, cartusul fiind doar un accesoriu al imprimantei. per total, nu va bucurati ca este o imprimanta la 150 de lei cand cartusul este 90 lei si in conditiile in care, nu mai merge ca pe vremuri sa le reincarcam cu cerneala."|0
633|erori multe, foarte nemultumita... cand vreau sa scot ceva nu pot....|0
634|"cel mai prost produs achizitionat de pe emag. se vinde fara cablu de alimentare si cablu de date. are componente de plastic care suna groaznic dupa doua luni. cel mai grav e ca dupa 6 luni am trimis-o in service si mi-au inapoiat-o exact cum am trimis-o. poate fi incadrata la ""consumabile"" sau ""produse de unica folosinta"": imprimi 100 de pagini si o pui in gunoi. sunt f dezamagita."|0
635|nu este buna nu recomand de cand am cumparat-o am folosit-o de 0 ori si acum nu mai merge nu vrea sa imi mai imprime pe foi!!|0
636|"galagioasa si cu consunabile extrem de scumpe. desigur, se vinde cu cartuse aproape goale. s-a defectat imediat ce a iesit din garantie. dupa ce am mai avut o multifunctionala canon mult mai scumpa si mai buna, dar care si aceea s-a defectat imediat dupa ce am folosit pentru prima data cartuse care nu erau originale, de la canon, mi-am pierdut toata increderea in aceasta marca. nu m-as mira sa se descopere ca au un soft care le face sa se defecteze cand ""trebuie"""|0
637|am avut multe imprimante la viata mea dar una asa slaba inca nu am mai intalnit. nu voi mai cumpara nici o data produse canon.|0
638|este un multifunctional de calitate proasta. am incarcat cartusul original si nu il mai recunoaste. dupa cateva utilizari s-a stricat si clapeta in care se introduce cartusul.|0
639|face zgomot foarte mare, ca o freza mecanica. in plus de acest lucru atentie! fiti foarte atenti ca aceste produse nu se pot returna. practic nu poti returna produsele de acest fel daca ceva nu iti convine la ele. regula este asa: si cumparat produsul? ok. dupa regulile lor ai reptul sa faci stornare in timp de 30 de zile daca esti ne, ultumit de el... daaar... in momentul in care ai desigilat cartusele ca sa poti vedea cum functioneaza si daca esti multumit de acesta nu mai poti sa stornezi produsul. ciudat, nu? pai cum mama sarpelui (adica dracu, ca drac inseamna sarpe) sa vad daca imi convinde produsul daca nu il testez, ok? si daca il testez cu acele cartuse demo, care sunt special ptr asa ceva, practic nu il mai pot storna. nu e ciudat?|0
640|din cartusul color am facut 20 de printuri iar cel negru s-a terminat foarte repede. dupa ce le-am incarcat nu le m-ai citeste imprimanta. nu recomand!|0
641|imprimanta e ok dar partea cu cadou lasate dorit daca nu il ceri de la obraz. cartus de consuma extrem de repede adica am scos 50 de pagini|0
642|imprimanta e ok, dar nu o poti folosi cand ajunge pentru ca lipseste cablul usb. asa ca mai ai de asteptat pana vine si cablul. cam 0 zile dureaza pana iti vine si cablul. cablul este separat asa ca aveti grija cand comandati acest model de imprmanta. costa 2 lei dar daca nu il ai nu poti folosi imprimanta. eu l am prins ca si cadou de la emag, numai ca nu a venit cu imprimanta.|0
643|dezamagitor. am printat maxim 20 de coli de cand am cumparat-o si acum nu mai merge pe motiv de “jammed paper”, desi nu e nicio coala blocata in ea.|0
644|consuma tus foarte repede si dupa doar 1 an, a crapat, nu mai trage hartia. printez lunar aproape 20-30 pagini.|0
645|"momentan...ieftin pare ca e descrierea cea mai buna...atentie...are doar cablu de alimentare elecrica nu si cablu usb...aiurea ce sa zic...
si mai nou se pare ca daca se fac aprecieri obiective dar negative nu se mai trec de filtrul editorilor emag"|0
646|"are mari probleme in ceea ce priveste conectarea driverului cu imprimanta poate am nimerit eu un model cu probleme oricum am inlicuit-o cu inalta canon alt model care nu mi-a mai facut ""figuri"" a luat-o din prima."|0
647|cartusele mai scumpe decat imprimanta. dupa 20 pagini, deja nu se mai poate citi codul de bare imprimat (e neclar). nu am gasit functie de scanare si trimiterea imaginii la laptop. concluzie: bani aruncati pe geam. nu il pot returna pentru ca am si comandat cartuse de cerneala de 300 ron, pana sa vad cum lucreaza..|0
648|pret de achizitie 140 lei.nu as mai lua-o pentru nimic in lume.dupa 1 an si cateva luni s-a stricat si nu merita reparatia (cred ca ar costa mai mult decat ea in sine).cartuse f.scumpe care nu se pot reincarca,nu e nimic calitativ la ea.face f.mult zgomot pt.nimic.cea mai proasta alegere.nici gratis nu as mai lua-o!|0
649|este o imprimanta pentru acasa, este fiabila dar cel mai mare minus esta ca nu se pot imprima fotografiile pe hartie fotografica a4. asadar atentie!!! din acest motiv este un produs mediocru. nici specificatiile nu arata acest lucru, asadar emag are un minus pentru ca nu specifica acest lucru foarte important.|0
650|se misca extrem de greu insa, la banii astia, renuntam la pretentii.|0
651|nu vine cu cablu usb si nu e wireless.|0
652|este buna, am cumparat-o acum 0 ani. cartusele sunt problema, se descarca repede si costa mult altele. primele cartuse sunt demo, dupa ce se consuma trebuiesc cumparate altele. solutia este reincarcarea cu seringa acasa, pentru ca sunt mici cartusele si se consuma repede. se reseteaza dupa fiecare reincarcare. cine nu cunoaste, nu recomand sa isi bata capul.|0
653|printeaza rapid fara sa lase hartia uda de cerneala. dezavantajele sunt ca tusul se consuma extrem de repede, pentru a cumpara alte cartuse platesti aproape cat pe toata imprimanta iar printarea pe foi glossy pentru poze este destul de nasoala astfel ca trebuie sa printezi o anumita dimensiune cam mica, si in ultim plan este ca este cam galagioasa insa nu ma plang neaparat de zgomot avand in vedere pretul platit.|0
654|pentru banii platiti merita. am dat 2 stele pentru ca vine cu cartusele aproape goale, am printat 20 de foi si s au terminat.atentie!! nu are cablu de conexiune, ceea ce face imposibila utilizarea ei atunci cand o primiti si evident acest lucru nu este specificat nicaieri in descriere.|0
655|cartusul negru se termina foarte repede. vine fara cablu usb, deci nu se poate conecta fara achizitia acestuia.|0
656|cartusul negru epuizat dupa 40 pagini. in rest, o imprimanta ieftina.|0
657|am instalat imprimanta, functioneaza, dar cand listeaza tremura din toate incheieturile. avand in vedere pretul nu poti avea prea multe pretentii.|0
658|"e o imprimanta ok... mentionez ca depinde pentru ce e folosita... eu, folosind-o doar pentru printarea unor calcule, grafice si excel-uri, nu ma pot plange momentan.... am printat si un wallpaper color ca sa vad claritatea culorilor, si pot sa o cotez la 6 pe o scara de la 1 la 10... dar la pretul ei, nu cred ca se putea cere mai mult... viteza de printare, iarasi, acceptabila, dar nu va recomand sa dati totusi la printat 150 de pagini si sa va asteptati sa iasa in 2 minute, pentru ca mai are pauze ""de gandire"", mai ales daca pagina include desene color(exemplu... distanta intre 0 pagini consecutive doar de scris este de 0 sec, sa zicem... daca adaug un grafic color, mai adaug la procesare 1-0 secunde... iar la un desen intreg a4 color(un wallpaper sa zicem), gandeste 8-10 sec. inainte de printare)"|0
659|raport pret -calitate bun, dar dupa 0 luni s-a defectat mecanismul care trage hartie pt imprimare, este o imprimanta buna dar doar pentru volum mic de printare (maxim 30 pagini pe luna)|0
660|merge foarte bine dar deja dupa 200 de pagini a aparut avertizarea de culoare pe terminate a cartusului negru. cablul usb, asa cum au mentionat si altii, nu a venit cu imprimanta si a trebuit sa il cumpar separat.|0
661|accesibila ca pret, putin zgomotoasa, pentru a fi folosita acasa este suficient daca nu ai foarte mari pretentii.|0
662|am cumparat imprimanta asta dupa ce vechea imprimanta canon mp200 si-a dat duhul (cred ca avea vreo 10 ani). comparativ cu defuncta, aceasta imprimanta are o viteza de scriere mai mica si este foarte foarte zgomotoaza. e drept ca a costat putin (169 lei inclusiv cablu usb )dar nu cred ca era cazul sa fie dotata cu... zgomot!|0
663|mai am una pe alb cumparata acum cativa ani, sunt multumit de ea, nu are probleme, nu a facut niciodata figuri cat despre aceasta pe negru, nu am primit cablu usb deci nu o pot conecta la laptop... e foarte deranjant ca nu am primit, acum trebuie sa caut cablu compatibil.|0
664|foarte usor de folosit si super frumoase culorile. am dat 4 stele pentru ca m-au fortat sa cumpar dvd-rom ca sa instalez imprimanta, oricum, calitate pret superb, recomand!|0
665|pentru pretul platit sa vina fara cablu de conectare cu laptopul/ pc este nu tocmai ok... noroc ca am avut un cablu potrivit de la o alta imprimanta....|0
666|destul de slaba imprimanta, mari probleme cu instalarea driverului, astepti de iti vine rau.o problema am intampinat, ai dau sa printeze o pagina, dupa care imi scoate o foaie goala si se opreste, trebuie sa apas eu pe black ca sa continue!!! inca nu am rezolvat problema|0
667|foarte multumit de calitatea documentelor imprimate, dar zgomotul cam mare|0
668|as da 5 stele, dar.... am folosit-o fara probleme in primul an, dar acum uneori refuza sa printeze. trebuie sa ii scot cablurile si sa incerc iar. asta nu se intampla mereu, dar si cand se intampla, trebuie sa ma chinui jumatate de ora sa printez 2 pagini. daca a mai patit cineva asa, va rog lasati un raspuns. |0
669|imprimanta are un raport pret/calitate foarte bun. este in echipament pe care il pot folosi acasa, unde nu am mult de imprimat. isi face treaba bine. o recomand, daca nu va doriti performante deosebite.|0
670|am imprimanta de 8 ani, folosita cam 1 data pe saptamana. in prezent a inceput sa nu mai asculte comenzi si ma uitam dupa alta imprimanta si-am vazut ca este inca pe piata|0
671|pentru uzul in casa este foarte buna. cartusele se schimba(recomandat cu originale). nu mai poti sa le incarci clasic cu seringa la copyshop.sa nu luati cartuse compatibile(aftermarket), iti va da eroare ca sunt goale si in cele din urma se va strica. un cartus original te tine mult. e utila|0
672|o imprimanta de dimensiuni mai mici ( eram putin limitat de spatiul de pe birou) dar care isi face treaba foarte bine. pentru cei care nu au de tiparit o cantitate mare de documente este excelenta. kit-ul de instalare se poate descarca si de pe site-ul canon ( pixma) pentru cei care nu au unitate optica dvd. la pretul de 180 ron este excelenta! recomand!|0
673|cumparat de bf cu 119 lei, la mine totul a mers usor, driverele le a luat windows fara ca eu sa fac nimic, dupa ce am instalat softul de pe pagina oficiala, a facut un test si printeaza chiar mai bine. pentru pretul platit, este foarte buna pentru acasa.|0
674|este o imprimanta foarte buna. isi face foarte bine treaba. am scos si cateva poze cu ea si se descurca de minune. dar trebuie sa aveti grija la pozele cu foarte multa lumina, deoarece se pot inverzi. dar partial este o imprimanta foarte buna.|0
675|miroase frumos si atat, de persistat nu persista nici 10 minute si nu doar pe mine, cat si pe altii, probabil review urile sunt platite, cum fac majoritatea.|0
676|din pacare nu miroase deloc a parfum. miroase foarte ciudat si nici nu persista. foarte dezamagita.|0
677|toate parfumurile arabesti au acelasi miros de baza! este un miros greu! este a doua mea experirnta cu aceste parfumuri si clar ultima!!! sa nu va inchipuiti ca sunt “replici” ale unor parfumuri consacrate, originale! nici nu se apropie mirosul! nu merita!|0
678|nu are nici o legatura cu ce stiam eu. am cumparat acest parfum dupa ce l-am incercat la cineva, dar aduce foarte putin la inceput cu acela, iar pe piele ramane un miros tare ciudat, gazos. dezamagire totala!|0
679|folosesc acest parfum de cativa ani si este unul extrem de puternic si persistent. acum l-am achizitionat pentru prima data din acest magazin, in rest l-am cumparat din alte locuri, si nu este deloc ca celalalte. miroase a apa cu alcool si nu persista absolut deloc mirosul. ceva nu e in regula cu acest parfum achizitionat din acest magazin.|0
680|cand vreau sa ma dau cu el se scurge pe sticla si mirosul... miroase a spray de muste. am unul indetic comandat dupa un alt site si nu se compara cu ce mia venit acum.|0
681|nu stiu daca parfumul comandat si primit de mine este defect, ideea e ca i l-am luat sotului cadou de sarbatori in urma review-urilor( a ras ca am facut misto de el cu asa parfum). chestia e ca ambalajul este fain, are o cutie moale la atingere asa cu un fel de plus pe ea. dar sa vorbim de miros.. miroase a cauciuc efectiv, are cel mai aiurea miros pe care l-am intalnit, pur si simplu zici ca miroase a punga biodegradabila din supermarket. nu l-am putut folosi nici sa parfumez casa cu el. am fost nevoita sa il arunc|1
682|nu merita achizitionat. dupa 0-2 utilizari mirosul s a schimbat total, dupa ce e desfacut si folosit se simte un alt miros, unul ciudat, care nu are legatura cu ce simti la primele utilizari. e ca si cum ar oxida, doar ca intr un timp exagerat de scurt. nu il recomand! plus ca presistenta atat pe piele cat si pe haine este extrem de scazuta, ca sa nu mai vorbim de siaj care este 0.|0
683|dau 0 stele doar pentru faptul ca e puternic, dar mirosul pentru mine este oribil. prea concentrat mirosul, imi pare rau ca nu pot dezactiva receptorii pentru a scapa de acest miros|0
684|cumparat din curiozitate. nu prea are legatura cu mirosul de mosc... la inceput e un miros gen benzina+miros de piele(geanta noua). nu o sa-l mai iau a doua oara. dupa 10-15 minute ajunge sa se aseze si sa se deschida putin, cu tente usor dulci. nu m-a impresionat.|0
685|persistenta este ok, insa miroase foarte puternic a petrol, mai ales la inceput... se mai domoleste dupa cateva ore. categoric nu e pentru toata lumea|0
686|l-am cumparat in baza recomandarilor, insa mirosul seamana, cel putin intr-o faza intermediara, cu cel al unui spray de insecte. partea „buna” este ca nu persista.|0
687|am achizitionat acest parfum citind multe recenzii bune... doar ca nu este pe placul meu!!! acest parfum nu e pentru oricine... musk-ul.... are un miros ciudat desii am avut si alte parfumuri cu musk si miroseau altfel|0
688|sintetic pur care tinde sa fie inecacios precum naftalina. primul contact e destul de ok, dar dupa 20 de minute ajungi sa nu mai suporti mirosul. dupa cafeva ore, ramane un miros dulce|0
689|miroase puternic si e foarte persistent si greoi. miroase frumos dar este genul foarte greu de purtat si de suportat. e ok daca il dai pe haine si le porti dupa cateva zile. am observat asta la esarfa. desi l-am mirosit inainte de a-l comanda, nu il pot purta.|0
690|miros puternic, persista pe piele si haine timp indelungat, insa nu pe gustul meu.|0
691|il folosesc ca parfum de zi cu zi si e grozav. sunt foarte multumita, e remarcat mereu. e asemanator cu my geisha musk, insa mai finut.|0
692|depinde din ce lot il prinzi. sau de furnizorul de unde il achizitionezi. el in esenta lui miroase foarte bine, dar depinde de unde il cumperi. persista si nu prea.|0
693|mi se pare ca are un miros catre spirt, prima data cand te dai, apoi se atenueaza mirosul de spirt si ramane alt miros|0
694|oribil, dupa 0 utilizari s-a stricat|0
695|se opreste mereu chiar si daca nu aplic presiune se opreste si porneste singura chiar si cand o tin doar in mana, nu recomand|0
696|un plastic de cea mai proasta calitate, bateria nu tine nici macar 0 zile|0
697|aveam asteptari mult mai mari. bateria tine putin, maxim 0 zile, iar in timpul spalarii se opreste cand ai nevoie mai mare de ea. periutele oral b mai vechi erau incomparabil mai bune. acum sunt ori foarte scumpe cu consumabile si mai scumpe si facute ca si cum ai vrea sa pleci cu ele in spatiu, nu sa te speli pe dinti, ori ca aceasta, adica bune de nimic. eu zic ca periuta aceasta e doar cel mai scump si inutil plastic.|0
698|pe langa perierea inexacta chiar si la viteza cea mai mare, produsul nu se mai incarca dupa nici un an de folosire. multumita emag, nu exista nici modalitatea de a trimite produsul in garantie.|0
699|pana si in treapta de viteza cea mai mica tot este prea aspra pt dinti si sangerezi. prea dura nu recomand|0
700|prima periuta electrica, de la acelasi producator, avea o baterie mai buna si rezista mai mult fara reincarcare|0
701|nu recomand.stiti vorba aia. dai un ban, dar stai in fata. este o periuta ieftina, care s a stricat dupa nici 2 luni. nu are nici macar led sa te avertizeze ca s a descarcat. calitate foarte slaba.|0
